id,year,age,number_of_visits,county
4472,2009,All Ages,294.0,San Diego
4473,2009,Children (0-17),105.0,San Diego
4474,2009,Adults (18+),189.0,San Diego
4475,2009,All Ages,67.0,San Diego
4476,2009,Children (0-17),28.0,San Diego
4477,2009,Adults (18+),39.0,San Diego
4478,2009,All Ages,206.0,San Diego
4479,2009,Children (0-17),97.0,San Diego
4480,2009,Adults (18+),109.0,San Diego
4481,2009,All Ages,135.0,San Diego
4482,2009,Children (0-17),48.0,San Diego
4483,2009,Adults (18+),87.0,San Diego
4484,2009,All Ages,163.0,San Diego
4485,2009,Children (0-17),74.0,San Diego
4486,2009,Adults (18+),89.0,San Diego
4487,2009,All Ages,145.0,San Diego
4488,2009,Children (0-17),61.0,San Diego
4489,2009,Adults (18+),84.0,San Diego
4490,2009,All Ages,34.0,San Diego
4491,2009,Children (0-17),0.0,San Diego
4492,2009,Adults (18+),25.0,San Diego
4493,2009,All Ages,57.0,San Diego
4494,2009,Children (0-17),30.0,San Diego
4495,2009,Adults (18+),27.0,San Diego
4496,2009,All Ages,161.0,San Diego
4497,2009,Children (0-17),56.0,San Diego
4498,2009,Adults (18+),105.0,San Diego
4499,2009,All Ages,129.0,San Diego
4500,2009,Children (0-17),41.0,San Diego
4501,2009,Adults (18+),88.0,San Diego
4502,2009,All Ages,142.0,San Diego
4503,2009,Children (0-17),54.0,San Diego
4504,2009,Adults (18+),88.0,San Diego
4505,2009,All Ages,154.0,San Diego
4506,2009,Children (0-17),81.0,San Diego
4507,2009,Adults (18+),73.0,San Diego
4508,2009,All Ages,89.0,San Diego
4509,2009,Children (0-17),45.0,San Diego
4510,2009,Adults (18+),44.0,San Diego
4511,2009,All Ages,86.0,San Diego
4512,2009,Children (0-17),38.0,San Diego
4513,2009,Adults (18+),48.0,San Diego
4514,2009,All Ages,104.0,San Diego
4515,2009,Children (0-17),47.0,San Diego
4516,2009,Adults (18+),57.0,San Diego
4517,2009,All Ages,12.0,San Diego
4518,2009,Children (0-17),0.0,San Diego
4519,2009,Adults (18+),0.0,San Diego
4520,2009,All Ages,98.0,San Diego
4521,2009,Children (0-17),52.0,San Diego
4522,2009,Adults (18+),46.0,San Diego
4523,2009,All Ages,187.0,San Diego
4524,2009,Children (0-17),79.0,San Diego
4525,2009,Adults (18+),108.0,San Diego
4526,2009,All Ages,19.0,San Diego
4527,2009,Children (0-17),0.0,San Diego
4528,2009,Adults (18+),0.0,San Diego
4529,2009,All Ages,72.0,San Diego
4530,2009,Children (0-17),33.0,San Diego
4531,2009,Adults (18+),39.0,San Diego
4532,2009,All Ages,66.0,San Diego
4533,2009,Children (0-17),17.0,San Diego
4534,2009,Adults (18+),49.0,San Diego
4535,2009,All Ages,42.0,San Diego
4536,2009,Children (0-17),0.0,San Diego
4537,2009,Adults (18+),31.0,San Diego
4538,2009,All Ages,156.0,San Diego
4539,2009,Children (0-17),57.0,San Diego
4540,2009,Adults (18+),99.0,San Diego
4541,2009,All Ages,141.0,San Diego
4542,2009,Children (0-17),65.0,San Diego
4543,2009,Adults (18+),76.0,San Diego
4544,2009,All Ages,177.0,San Diego
4545,2009,Children (0-17),24.0,San Diego
4546,2009,Adults (18+),153.0,San Diego
4547,2009,All Ages,332.0,San Diego
4548,2009,Children (0-17),166.0,San Diego
4549,2009,Adults (18+),166.0,San Diego
4550,2009,All Ages,122.0,San Diego
4551,2009,Children (0-17),26.0,San Diego
4552,2009,Adults (18+),96.0,San Diego
4553,2009,All Ages,223.0,San Diego
4554,2009,Children (0-17),79.0,San Diego
4555,2009,Adults (18+),144.0,San Diego
4556,2009,All Ages,503.0,San Diego
4557,2009,Children (0-17),291.0,San Diego
4558,2009,Adults (18+),212.0,San Diego
4559,2009,All Ages,34.0,San Diego
4560,2009,Children (0-17),16.0,San Diego
4561,2009,Adults (18+),18.0,San Diego
4562,2009,All Ages,70.0,San Diego
4563,2009,Children (0-17),23.0,San Diego
4564,2009,Adults (18+),47.0,San Diego
4565,2009,All Ages,40.0,San Diego
4566,2009,Children (0-17),13.0,San Diego
4567,2009,Adults (18+),27.0,San Diego
4568,2009,All Ages,84.0,San Diego
4569,2009,Children (0-17),17.0,San Diego
4570,2009,Adults (18+),67.0,San Diego
4571,2009,All Ages,59.0,San Diego
4572,2009,Children (0-17),21.0,San Diego
4573,2009,Adults (18+),38.0,San Diego
4574,2009,All Ages,231.0,San Diego
4575,2009,Children (0-17),113.0,San Diego
4576,2009,Adults (18+),118.0,San Diego
4577,2009,All Ages,472.0,San Diego
4578,2009,Children (0-17),265.0,San Diego
4579,2009,Adults (18+),207.0,San Diego
4580,2009,All Ages,579.0,San Diego
4581,2009,Children (0-17),253.0,San Diego
4582,2009,Adults (18+),326.0,San Diego
4583,2009,All Ages,287.0,San Diego
4584,2009,Children (0-17),126.0,San Diego
4585,2009,Adults (18+),161.0,San Diego
4586,2009,All Ages,120.0,San Diego
4587,2009,Children (0-17),55.0,San Diego
4588,2009,Adults (18+),65.0,San Diego
4589,2009,All Ages,211.0,San Diego
4590,2009,Children (0-17),79.0,San Diego
4591,2009,Adults (18+),132.0,San Diego
4592,2009,All Ages,39.0,San Diego
4593,2009,Children (0-17),17.0,San Diego
4594,2009,Adults (18+),22.0,San Diego
4595,2009,All Ages,63.0,San Diego
4596,2009,Children (0-17),23.0,San Diego
4597,2009,Adults (18+),40.0,San Diego
4598,2009,All Ages,63.0,San Diego
4599,2009,Children (0-17),27.0,San Diego
4600,2009,Adults (18+),36.0,San Diego
4601,2009,All Ages,14.0,San Diego
4602,2009,Children (0-17),0.0,San Diego
4603,2009,Adults (18+),13.0,San Diego
4604,2009,All Ages,60.0,San Diego
4605,2009,Children (0-17),23.0,San Diego
4606,2009,Adults (18+),37.0,San Diego
4607,2009,All Ages,143.0,San Diego
4608,2009,Children (0-17),83.0,San Diego
4609,2009,Adults (18+),60.0,San Diego
4610,2009,All Ages,71.0,San Diego
4611,2009,Children (0-17),45.0,San Diego
4612,2009,Adults (18+),26.0,San Diego
4613,2009,All Ages,225.0,San Diego
4614,2009,Children (0-17),127.0,San Diego
4615,2009,Adults (18+),98.0,San Diego
4616,2009,All Ages,55.0,San Diego
4617,2009,Children (0-17),35.0,San Diego
4618,2009,Adults (18+),20.0,San Diego
4619,2009,All Ages,73.0,San Diego
4620,2009,Children (0-17),33.0,San Diego
4621,2009,Adults (18+),40.0,San Diego
4622,2009,All Ages,131.0,San Diego
4623,2009,Children (0-17),66.0,San Diego
4624,2009,Adults (18+),65.0,San Diego
4625,2009,All Ages,71.0,San Diego
4626,2009,Children (0-17),49.0,San Diego
4627,2009,Adults (18+),22.0,San Diego
4628,2009,All Ages,62.0,San Diego
4629,2009,Children (0-17),28.0,San Diego
4630,2009,Adults (18+),34.0,San Diego
4631,2009,All Ages,187.0,San Diego
4632,2009,Children (0-17),93.0,San Diego
4633,2009,Adults (18+),94.0,San Diego
4634,2009,All Ages,361.0,San Diego
4635,2009,Children (0-17),180.0,San Diego
4636,2009,Adults (18+),181.0,San Diego
4637,2009,All Ages,171.0,San Diego
4638,2009,Children (0-17),103.0,San Diego
4639,2009,Adults (18+),68.0,San Diego
4640,2009,All Ages,277.0,Riverside
4641,2009,Children (0-17),131.0,Riverside
4642,2009,Adults (18+),146.0,Riverside
4643,2009,All Ages,61.0,Riverside
4644,2009,Children (0-17),33.0,Riverside
4645,2009,Adults (18+),28.0,Riverside
4646,2009,All Ages,51.0,Riverside
4647,2009,Children (0-17),12.0,Riverside
4648,2009,Adults (18+),39.0,Riverside
4649,2009,All Ages,233.0,Riverside
4650,2009,Children (0-17),79.0,Riverside
4651,2009,Adults (18+),154.0,Riverside
4652,2009,All Ages,172.0,Riverside
4653,2009,Children (0-17),80.0,Riverside
4654,2009,Adults (18+),92.0,Riverside
4655,2009,All Ages,210.0,Riverside
4656,2009,Children (0-17),87.0,Riverside
4657,2009,Adults (18+),123.0,Riverside
4658,2009,All Ages,316.0,Imperial
4659,2009,Children (0-17),197.0,Imperial
4660,2009,Adults (18+),119.0,Imperial
4661,2009,All Ages,33.0,Riverside
4662,2009,Children (0-17),0.0,Riverside
4663,2009,Adults (18+),25.0,Riverside
4664,2009,All Ages,232.0,Imperial
4665,2009,Children (0-17),135.0,Imperial
4666,2009,Adults (18+),97.0,Imperial
4667,2009,All Ages,61.0,Imperial
4668,2009,Children (0-17),36.0,Imperial
4669,2009,Adults (18+),25.0,Imperial
4670,2009,All Ages,219.0,Riverside
4671,2009,Children (0-17),81.0,Riverside
4672,2009,Adults (18+),138.0,Riverside
4673,2009,All Ages,184.0,Riverside
4674,2009,Children (0-17),107.0,Riverside
4675,2009,Adults (18+),77.0,Riverside
4676,2009,Adults (18+),0.0,Alameda
4677,2009,All Ages,293.0,Riverside
4678,2009,Children (0-17),128.0,Riverside
4679,2009,Adults (18+),165.0,Riverside
4680,2009,All Ages,13.0,Riverside
4681,2009,Children (0-17),0.0,Riverside
4682,2009,Adults (18+),0.0,Riverside
4683,2009,All Ages,587.0,Imperial
4684,2009,Children (0-17),277.0,Imperial
4685,2009,Adults (18+),310.0,Imperial
4686,2009,All Ages,44.0,Imperial
4687,2009,Children (0-17),28.0,Imperial
4688,2009,Adults (18+),16.0,Imperial
4689,2009,All Ages,71.0,Imperial
4690,2009,Children (0-17),37.0,Imperial
4691,2009,Adults (18+),34.0,Imperial
4692,2009,All Ages,160.0,Imperial
4693,2009,Children (0-17),90.0,Imperial
4694,2009,Adults (18+),70.0,Imperial
4695,2009,All Ages,104.0,San Bernadino
4696,2009,Children (0-17),25.0,San Bernadino
4697,2009,Adults (18+),79.0,San Bernadino
4698,2009,All Ages,88.0,Riverside
4699,2009,Children (0-17),47.0,Riverside
4700,2009,Adults (18+),41.0,Riverside
4701,2009,All Ages,51.0,Riverside
4702,2009,Children (0-17),29.0,Riverside
4703,2009,Adults (18+),22.0,Riverside
4704,2009,All Ages,29.0,San Bernadino
4705,2009,Children (0-17),12.0,San Bernadino
4706,2009,Adults (18+),17.0,San Bernadino
4707,2009,All Ages,32.0,Imperial
4708,2009,Children (0-17),0.0,Imperial
4709,2009,Adults (18+),24.0,Imperial
4710,2009,All Ages,98.0,Riverside
4711,2009,Children (0-17),36.0,Riverside
4712,2009,Adults (18+),62.0,Riverside
4713,2009,All Ages,185.0,Riverside
4714,2009,Children (0-17),55.0,Riverside
4715,2009,Adults (18+),130.0,Riverside
4716,2009,All Ages,57.0,Riverside
4717,2009,Children (0-17),18.0,Riverside
4718,2009,Adults (18+),39.0,Riverside
4719,2009,All Ages,47.0,Riverside
4720,2009,Children (0-17),13.0,Riverside
4721,2009,Adults (18+),34.0,Riverside
4722,2009,All Ages,87.0,Riverside
4723,2009,Children (0-17),47.0,Riverside
4724,2009,Adults (18+),40.0,Riverside
4725,2009,All Ages,27.0,Riverside
4726,2009,Children (0-17),12.0,Riverside
4727,2009,Adults (18+),15.0,Riverside
4728,2009,All Ages,113.0,San Bernadino
4729,2009,Children (0-17),35.0,San Bernadino
4730,2009,Adults (18+),78.0,San Bernadino
4731,2009,All Ages,35.0,Imperial
4732,2009,Children (0-17),21.0,Imperial
4733,2009,Adults (18+),14.0,Imperial
4734,2009,All Ages,158.0,San Bernadino
4735,2009,Children (0-17),57.0,San Bernadino
4736,2009,Adults (18+),101.0,San Bernadino
4737,2009,All Ages,16.0,San Bernadino
4738,2009,Children (0-17),0.0,San Bernadino
4739,2009,Adults (18+),0.0,San Bernadino
4740,2009,All Ages,313.0,San Bernadino
4741,2009,Children (0-17),136.0,San Bernadino
4742,2009,Adults (18+),177.0,San Bernadino
4743,2009,All Ages,332.0,San Bernadino
4744,2009,Children (0-17),140.0,San Bernadino
4745,2009,Adults (18+),192.0,San Bernadino
4746,2009,All Ages,287.0,San Bernadino
4747,2009,Children (0-17),110.0,San Bernadino
4748,2009,Adults (18+),177.0,San Bernadino
4749,2009,All Ages,424.0,San Bernadino
4750,2009,Children (0-17),193.0,San Bernadino
4751,2009,Adults (18+),231.0,San Bernadino
4752,2009,All Ages,50.0,San Bernadino
4753,2009,Children (0-17),19.0,San Bernadino
4754,2009,Adults (18+),31.0,San Bernadino
4755,2009,All Ages,34.0,San Bernadino
4756,2009,Children (0-17),15.0,San Bernadino
4757,2009,Adults (18+),19.0,San Bernadino
4758,2009,All Ages,40.0,San Bernadino
4759,2009,Children (0-17),20.0,San Bernadino
4760,2009,Adults (18+),20.0,San Bernadino
4761,2009,All Ages,249.0,San Bernadino
4762,2009,Children (0-17),111.0,San Bernadino
4763,2009,Adults (18+),138.0,San Bernadino
4764,2009,All Ages,14.0,San Bernadino
4765,2009,Children (0-17),0.0,San Bernadino
4766,2009,Adults (18+),12.0,San Bernadino
4767,2009,All Ages,26.0,Riverside
4768,2009,Children (0-17),0.0,Riverside
4769,2009,Adults (18+),21.0,Riverside
4770,2009,All Ages,385.0,San Bernadino
4771,2009,Children (0-17),186.0,San Bernadino
4772,2009,Adults (18+),199.0,San Bernadino
4773,2009,All Ages,58.0,San Bernadino
4774,2009,Children (0-17),18.0,San Bernadino
4775,2009,Adults (18+),40.0,San Bernadino
4776,2009,All Ages,618.0,San Bernadino
4777,2009,Children (0-17),296.0,San Bernadino
4778,2009,Adults (18+),322.0,San Bernadino
4779,2009,All Ages,358.0,San Bernadino
4780,2009,Children (0-17),181.0,San Bernadino
4781,2009,Adults (18+),177.0,San Bernadino
4782,2009,All Ages,166.0,San Bernadino
4783,2009,Children (0-17),81.0,San Bernadino
4784,2009,Adults (18+),85.0,San Bernadino
4785,2009,All Ages,32.0,San Bernadino
4786,2009,Children (0-17),0.0,San Bernadino
4787,2009,Adults (18+),23.0,San Bernadino
4788,2009,All Ages,59.0,San Bernadino
4789,2009,Children (0-17),39.0,San Bernadino
4790,2009,Adults (18+),20.0,San Bernadino
4791,2009,All Ages,509.0,San Bernadino
4792,2009,Children (0-17),224.0,San Bernadino
4793,2009,Adults (18+),285.0,San Bernadino
4794,2009,All Ages,310.0,San Bernadino
4795,2009,Children (0-17),161.0,San Bernadino
4796,2009,Adults (18+),149.0,San Bernadino
4797,2009,All Ages,17.0,San Bernadino
4798,2009,Children (0-17),0.0,San Bernadino
4799,2009,Adults (18+),0.0,San Bernadino
4800,2009,All Ages,26.0,San Bernadino
4801,2009,Children (0-17),0.0,San Bernadino
4802,2009,Adults (18+),18.0,San Bernadino
4803,2009,All Ages,62.0,San Bernadino
4804,2009,Children (0-17),23.0,San Bernadino
4805,2009,Adults (18+),39.0,San Bernadino
4806,2009,All Ages,41.0,San Bernadino
4807,2009,Children (0-17),15.0,San Bernadino
4808,2009,Adults (18+),26.0,San Bernadino
4809,2009,All Ages,43.0,San Bernadino
4810,2009,Children (0-17),0.0,San Bernadino
4811,2009,Adults (18+),35.0,San Bernadino
4812,2009,All Ages,131.0,San Bernadino
4813,2009,Children (0-17),47.0,San Bernadino
4814,2009,Adults (18+),84.0,San Bernadino
4815,2009,All Ages,34.0,San Bernadino
4816,2009,Children (0-17),0.0,San Bernadino
4817,2009,Adults (18+),26.0,San Bernadino
4818,2009,All Ages,79.0,San Bernadino
4819,2009,Children (0-17),20.0,San Bernadino
4820,2009,Adults (18+),59.0,San Bernadino
4821,2009,All Ages,19.0,San Bernadino
4822,2009,Children (0-17),0.0,San Bernadino
4823,2009,Adults (18+),14.0,San Bernadino
4824,2009,All Ages,97.0,San Bernadino
4825,2009,Children (0-17),41.0,San Bernadino
4826,2009,Adults (18+),56.0,San Bernadino
4827,2009,All Ages,193.0,San Bernadino
4828,2009,Children (0-17),101.0,San Bernadino
4829,2009,Adults (18+),92.0,San Bernadino
4830,2009,All Ages,625.0,San Bernadino
4831,2009,Children (0-17),308.0,San Bernadino
4832,2009,Adults (18+),317.0,San Bernadino
4833,2009,All Ages,98.0,San Bernadino
4834,2009,Children (0-17),49.0,San Bernadino
4835,2009,Adults (18+),49.0,San Bernadino
4836,2009,All Ages,16.0,San Bernadino
4837,2009,Children (0-17),0.0,San Bernadino
4838,2009,Adults (18+),12.0,San Bernadino
4839,2009,All Ages,398.0,San Bernadino
4840,2009,Children (0-17),169.0,San Bernadino
4841,2009,Adults (18+),229.0,San Bernadino
4842,2009,All Ages,233.0,San Bernadino
4843,2009,Children (0-17),116.0,San Bernadino
4844,2009,Adults (18+),117.0,San Bernadino
4845,2009,All Ages,324.0,San Bernadino
4846,2009,Children (0-17),118.0,San Bernadino
4847,2009,Adults (18+),206.0,San Bernadino
4848,2009,All Ages,22.0,San Bernadino
4849,2009,Children (0-17),0.0,San Bernadino
4850,2009,Adults (18+),15.0,San Bernadino
4851,2009,All Ages,224.0,San Bernadino
4852,2009,Children (0-17),114.0,San Bernadino
4853,2009,Adults (18+),110.0,San Bernadino
4854,2009,All Ages,68.0,San Bernadino
4855,2009,Children (0-17),29.0,San Bernadino
4856,2009,Adults (18+),39.0,San Bernadino
4857,2009,All Ages,638.0,San Bernadino
4858,2009,Children (0-17),256.0,San Bernadino
4859,2009,Adults (18+),382.0,San Bernadino
4860,2009,All Ages,308.0,San Bernadino
4861,2009,Children (0-17),157.0,San Bernadino
4862,2009,Adults (18+),151.0,San Bernadino
4863,2009,All Ages,429.0,San Bernadino
4864,2009,Children (0-17),186.0,San Bernadino
4865,2009,Adults (18+),243.0,San Bernadino
4866,2009,All Ages,139.0,San Bernadino
4867,2009,Children (0-17),61.0,San Bernadino
4868,2009,Adults (18+),78.0,San Bernadino
4869,2009,All Ages,595.0,San Bernadino
4870,2009,Children (0-17),312.0,San Bernadino
4871,2009,Adults (18+),283.0,San Bernadino
4872,2009,All Ages,347.0,San Bernadino
4873,2009,Children (0-17),154.0,San Bernadino
4874,2009,Adults (18+),193.0,San Bernadino
4875,2009,All Ages,241.0,Riverside
4876,2009,Children (0-17),76.0,Riverside
4877,2009,Adults (18+),165.0,Riverside
4878,2009,All Ages,416.0,Riverside
4879,2009,Children (0-17),185.0,Riverside
4880,2009,Adults (18+),231.0,Riverside
4881,2009,All Ages,285.0,Riverside
4882,2009,Children (0-17),118.0,Riverside
4883,2009,Adults (18+),167.0,Riverside
4884,2009,All Ages,215.0,Riverside
4885,2009,Children (0-17),118.0,Riverside
4886,2009,Adults (18+),97.0,Riverside
4887,2009,All Ages,221.0,Riverside
4888,2009,Children (0-17),73.0,Riverside
4889,2009,Adults (18+),148.0,Riverside
4890,2009,All Ages,354.0,Riverside
4891,2009,Children (0-17),142.0,Riverside
4892,2009,Adults (18+),212.0,Riverside
4893,2009,All Ages,108.0,Riverside
4894,2009,Children (0-17),55.0,Riverside
4895,2009,Adults (18+),53.0,Riverside
4896,2009,All Ages,371.0,Riverside
4897,2009,Children (0-17),161.0,Riverside
4898,2009,Adults (18+),210.0,Riverside
4899,2009,All Ages,210.0,Riverside
4900,2009,Children (0-17),82.0,Riverside
4901,2009,Adults (18+),128.0,Riverside
4902,2009,All Ages,46.0,Riverside
4903,2009,Children (0-17),23.0,Riverside
4904,2009,Adults (18+),23.0,Riverside
4905,2009,All Ages,22.0,Riverside
4906,2009,Children (0-17),0.0,Riverside
4907,2009,Adults (18+),15.0,Riverside
4908,2009,All Ages,253.0,Riverside
4909,2009,Children (0-17),85.0,Riverside
4910,2009,Adults (18+),168.0,Riverside
4911,2009,All Ages,195.0,Riverside
4912,2009,Children (0-17),75.0,Riverside
4913,2009,Adults (18+),120.0,Riverside
4914,2009,All Ages,172.0,Riverside
4915,2009,Children (0-17),82.0,Riverside
4916,2009,Adults (18+),90.0,Riverside
4917,2009,All Ages,37.0,Riverside
4918,2009,Children (0-17),0.0,Riverside
4919,2009,Adults (18+),27.0,Riverside
4920,2009,All Ages,13.0,Riverside
4921,2009,Children (0-17),0.0,Riverside
4922,2009,Adults (18+),0.0,Riverside
4923,2009,All Ages,215.0,Riverside
4924,2009,Children (0-17),120.0,Riverside
4925,2009,Adults (18+),95.0,Riverside
4926,2009,All Ages,524.0,Riverside
4927,2009,Children (0-17),237.0,Riverside
4928,2009,Adults (18+),287.0,Riverside
4929,2009,All Ages,211.0,Riverside
4930,2009,Children (0-17),90.0,Riverside
4931,2009,Adults (18+),121.0,Riverside
4932,2009,All Ages,235.0,Riverside
4933,2009,Children (0-17),105.0,Riverside
4934,2009,Adults (18+),130.0,Riverside
4935,2009,All Ages,162.0,Riverside
4936,2009,Children (0-17),62.0,Riverside
4937,2009,Adults (18+),100.0,Riverside
4938,2009,All Ages,163.0,Riverside
4939,2009,Children (0-17),69.0,Riverside
4940,2009,Adults (18+),94.0,Riverside
4941,2009,All Ages,34.0,Riverside
4942,2009,Children (0-17),16.0,Riverside
4943,2009,Adults (18+),18.0,Riverside
4944,2009,All Ages,282.0,Riverside
4945,2009,Children (0-17),134.0,Riverside
4946,2009,Adults (18+),148.0,Riverside
4947,2009,All Ages,264.0,Riverside
4948,2009,Children (0-17),136.0,Riverside
4949,2009,Adults (18+),128.0,Riverside
4950,2009,All Ages,68.0,Riverside
4951,2009,Children (0-17),31.0,Riverside
4952,2009,Adults (18+),37.0,Riverside
4953,2009,All Ages,185.0,Riverside
4954,2009,Children (0-17),88.0,Riverside
4955,2009,Adults (18+),97.0,Riverside
4956,2009,All Ages,125.0,Riverside
4957,2009,Children (0-17),57.0,Riverside
4958,2009,Adults (18+),68.0,Riverside
4959,2009,All Ages,54.0,Riverside
4960,2009,Children (0-17),21.0,Riverside
4961,2009,Adults (18+),33.0,Riverside
4962,2009,All Ages,80.0,Riverside
4963,2009,Children (0-17),0.0,Riverside
4964,2009,Adults (18+),73.0,Riverside
4965,2009,All Ages,40.0,Riverside
4966,2009,Children (0-17),21.0,Riverside
4967,2009,Adults (18+),19.0,Riverside
4968,2009,All Ages,118.0,Riverside
4969,2009,Children (0-17),64.0,Riverside
4970,2009,Adults (18+),54.0,Riverside
4971,2009,All Ages,140.0,Riverside
4972,2009,Children (0-17),66.0,Riverside
4973,2009,Adults (18+),74.0,Riverside
4974,2009,All Ages,77.0,Riverside
4975,2009,Children (0-17),29.0,Riverside
4976,2009,Adults (18+),48.0,Riverside
4977,2009,All Ages,74.0,Riverside
4978,2009,Children (0-17),37.0,Riverside
4979,2009,Adults (18+),37.0,Riverside
4980,2009,All Ages,24.0,Orange
4981,2009,Children (0-17),12.0,Orange
4982,2009,Adults (18+),12.0,Orange
4983,2009,All Ages,25.0,Orange
4984,2009,Children (0-17),16.0,Orange
4985,2009,Adults (18+),0.0,Orange
4986,2009,All Ages,39.0,Orange
4987,2009,Children (0-17),0.0,Orange
4988,2009,Adults (18+),29.0,Orange
4989,2009,All Ages,36.0,Orange
4990,2009,Children (0-17),13.0,Orange
4991,2009,Adults (18+),23.0,Orange
4992,2009,All Ages,24.0,Orange
4993,2009,Children (0-17),15.0,Orange
4994,2009,Adults (18+),0.0,Orange
4995,2009,All Ages,54.0,Orange
4996,2009,Children (0-17),15.0,Orange
4997,2009,Adults (18+),39.0,Orange
4998,2009,All Ages,42.0,Orange
4999,2009,Children (0-17),20.0,Orange
5000,2009,Adults (18+),22.0,Orange
5001,2009,All Ages,28.0,Orange
5002,2009,Children (0-17),13.0,Orange
5003,2009,Adults (18+),15.0,Orange
5004,2009,All Ages,64.0,Orange
5005,2009,Children (0-17),21.0,Orange
5006,2009,Adults (18+),43.0,Orange
5007,2009,All Ages,30.0,Orange
5008,2009,Children (0-17),12.0,Orange
